"Id","Title","Body"
"https://gazeta.ua/ru/post/943150","Показали, как смехом преодолевать аэрофобию","Новый способ борьбы с аэрофобией с применением юмора опробовали МАУ и стенд-ап артист Денис Кораблев на внутреннем рейсе Киев-Харьков. После стандартного инструктажа, взлета и набора высоты артист начал зачитывать свой текст, ассистировал ему бортпроводник. Комик рассказал, что аварийный выход в самолете стоит использовать только в экстренной ситуации, т.к. авиалайнер не маршрутка, не стоит кричать ""мне на следующей"" и пытаться выйти самостоятельно. Он также обратил внимание, что спасательный жилет должен надуваться только за пределами самолета, а если пассажир хочет отличаться от большинства, можно просто оставить хороший отзыв о МАУ в Facebook. Также Денис поднял извечную тему, стоит ли хлопать после посадки в качестве благодарности пилотам. ""Во время посадки не обязательно аплодировать, у нас очень впечатлительные пилоты, могут взлететь на бис"".   Для того, чтобы чувствовать себя комфортно в воздушном транспорте, прежде всего, надо сев в кресло самолета, правильно его настроить. Это поможет вам снизить дискомфорт. "
"https://gazeta.ua/ru/post/943148","Назначили главу комитета Шевченковской премии","Председателем комитета по Национальной премии Украины им. Т. Шевченко стал главный редактор телевидения Общественного вещателя Юрий Макаров. Об этом председатель правления Национальной общественной телерадиокомпании Украины Зураб Аласания написал в Facebook. Недавно состоялось первое совещание вероятных будущих членов комитета. Имена новый председатель не называет, пока не будет официального документа. ЧИТАЙТЕ ТАКЖЕ: Была Революция достоинства, а теперь может быть контрреволюция негодяев - группа ""Первого декабря"" К ноябрю председателем комитета был Юрий Щербак. Он подал в отставку в связи с окончанием трехлетней каденции, определенной указом пятого президента Петра Порошенка. Юрий Макаров в 2008-2010 годах был ведущим программы ""Культурный фронт"" на Первом национальном канале. С 2015 - соведущий ток-шоу ""Война и мир"" вместе с Евгением Степаненко на канале ""UA: Первый"", впоследствии был директором творческого объединения документальных фильмов НТКУ. Потом - членом правления НСТУ, а после изменения структуры стал главным редактором телевидения Общественного вещателя, сейчас снимает документальный сериал о Донбассе.  В сети появилось видео с участием известных украинцев. Оно посвящено Дню достоинства и свободы. "
"https://gazeta.ua/ru/post/943149","Украинский военный получил ранения под обстрелом","Оккупанты четыре раза осуществили обстрелы по позициям ВСУ. Одного украинского бойца ранили, повидомивречник Министерства обороны полковник Максим Праута на брифинге. ""С начала текущих суток российско-оккупационные войска осуществили 4 обстрелы, все на Луганском направлении"", - сказал Праута. После полуночи в районе Луганского и около 11.00 неподалеку Крымского оккупанты открывали огонь по украинским позициям из станковых противотанковых гранатометов. ЧИТАЙТЕ ТАКЖЕ: В больнице скончался ветеран войны на Донбассе  Вблизи Крымского террористы вели огонь из ручных противотанковых и подствольных гранатометов. Автоматические гранатометы утром террористы применили у Хутора Свободного.  14 декабря от огня российской артиллерии на Донбассе погиб боец ​​Сергей Михальчук, 21 год. Он служил в бригаде быстрого реагирования Национальной гвардии Украины. "
"https://gazeta.ua/ru/post/943147","""Ставить политиков к стенке"" - Грета Тунберг извинилась за свой призыв","Екоактивистка Грета Тунберг извинилась за свой призыв ставить политиков к стенке. Об этом она сказала на эко-протесте в Турине, посвященном саммиту Рамочной конвенции ООН об изменении климата. Тунберг выразила тревогу, что этот саммит не приведет к каким-то адекватным действиям политиков в сфере охраны окружающей среды. Поэтому экоактивисты должны продолжать давление на политиков. ""Мы позаботимся о том, чтобы поставить их к стене, и они вынуждены будут выполнять свою работу, чтобы защитить наше будущее"", - заявила Грета Тунберг. В мире подумали, что она призывает расстреливать политиков. ЧИТАЙТЕ ТАКЖЕ: 16-летняя экоактивистка Грета Тунберг отказалась от премии по экологии  ""Это шведское выражение: ""att st&auml;lla n&aring;gon mot v&auml;ggen"" (поставить кого-то у стены), которое означает привлечь кого-то к ответственности. Вот что случается, когда ты импровизируешь во время речей на другом языке"", - пояснила Тунберг. Активистка извинилась перед всеми, кто понял это неправильно. Заявила, что все школьное движение протестов против любых форм насилия.  Активистка Грета Тунберг на экологическом катамаране отправилась из Северной Америки в Европу. Грета примет участие в совещании ООН по климату, которая состоится в начале декабря в Мадриде. "
"https://gazeta.ua/ru/post/943143","Скандальная Паша прокомментировала результаты Мисс Мира-2019","В Великобритании завершился конкурс красоты ""Мисс Мира-2019"". За главную корону боролись участницы из 114 стран, победу одержала представительница Ямайки Тони-Энн Сингх. Украинка Маргарита Паша, что ранее отметилась скандальными заявлениями, вошла в топ-40 конкурса красоты. Конкурс прошел в Лондонской выставочном зале. Девушки представили свой талант, фигуру в купальнике, особое одеяние, которое показывало культуру страны, и роскошное вечернее платье. 24-летняя Маргарита Паша прокомментировала результаты голосования в своем Instagram. Поздравила пятерку победительниц Мисс Мира-2019, в которую вошли конкурсантки из Ямайки, Франции, Индии, Нигерии и Бразилии. И отметила, что их благотворительные проекты могут поразить каждого. А вот в Украине реализовать свои замыслы крайне сложно, убеждена Паша. Причина во всем - недостаток финансирования от государства. ЧИТАЙТЕ ТАКЖЕ: Крым - людей: мисс Украины оконфузилась перед журналистами ""К сожалению, наша страна не выделяет своей Мисс средства для того, чтобы она смогла сделать масштабный благотворительный проект в своей стране. Я благодарна каждому спонсору, партнеру, кто помог мне подготовиться к конкурсу, я сделала все возможно"", - добавила она. Само сообщение Маргарита Паша написала на русском языке. Именно языковой вопрос помог ей попасть в первый громкий скандал после победы на украинском этапе шоу. Тогда девушка отказалась давать интервью на украинском языке.  Победительница национального конкурса красоты ""Мисс Украина"" 24-летняя харьковчанка Маргарита Паша отказалась давать интервью на украинском языке для передачи ""Світське життя"". Ее разговор не вышел в эфир. "
"https://gazeta.ua/ru/post/943145","21-летний нацгвардиец Сергей Михальчук погиб от рук российских наемников на Донбассе"," 14 декабря от огня русской артиллерии на Донбассе погиб боец ​​Сергей Михальчук, 21 год. Он служил в бригаде быстрого реагирования Национальной гвардии Украины. ""Нашему брату был всего 21 год. Но он имел больше мужества, чем сотни тысяч физически развитых мужчин, которые делают селфики в спортзалах и засыпают в своих теплых кроватках на гражданке. Он был одним из той горстки неравнодушных, которым Украина была действительно нужной, на отличие от миллионов двуногих желудков, которые плевали на эту землю и это государство. Наш брат воевал за каждого отдельного украинском - тех, кто каждое утро с дрожью читает сводки с фронта, а также тех, кто ""устал в офисе"". за тех, кто ждет дома и тех, кто ""нас туда нэ пасил л "". Он воевал за свою обиженную родную землю, как и все его предки до того, и делал это не ради медалей или славы, а просто потому что так делают воины. Именно такую ​​судьбу выбрали себе лучшие люди, и их никто не убедит , что это было ошибочное решение. Сегодня я прошу вас помянуть нашего льва и навсегда запомнить его лицо"", - написал пользователь Харитин Старский в Facebook. ЧИТАЙТЕ ТАКЖЕ: В больнице скончался ветеран войны на Донбассе  9 декабря около 22:00 на неизвестном взрывном устройстве вблизи Золотого Луганской области подорвались трое военнослужащих. Все они служили в 14-той отдельной механизированной бригаде им. князя Романа Велыкого. "
"https://gazeta.ua/ru/post/943146","Законопроект №2543 обеспечит развитие украинской энергетики в долгосрочной перспективе – депутат","Принятие законопроекта ""О внесении изменений в некоторые законы Украины относительно улучшения инвестиционного климата в сфере возобновляемой энергетики"" (№2543) обеспечит развитие альтернативной энергетики в Украине. Об этом заявила народный депутат Украины, член комитета ВР по вопросам энергетики и ЖКХ Виктория Гриб. Депутат отметила, что законопроект 2543 является компромиссным вариантом, которого удалось достичь между государством и инвесторами, которые развивают альтернативную энергетику в Украине. ""Есть обязательства международные Украины, и сегодня 11% возобновляемой энергетики должно быть до 2020 года. Мы с вами немного не успеваем, а надо выполнять свои международные обязательства. Вот надо сегодня и посмотреть, каким образом это делать. Этот законопроект, действительно это компромиссный вариант. Компромиссный вариант между рынком и государством"",  сказала Гриб. Депутат обратила внимание на опыт европейских стран, которые активно развивают отрасль возобновляемой энергетики, и доказывают, что за ней будущее, в частности и потому, что она является дешевой в долгосрочном периоде. ""Наши европейские коллеги, партнеры показывают, что ""зеленая"" энергетика  это самая дешевая энергетика, если смотреть в долгосрочном периоде. И это уже факт, который нельзя сегодня оспаривать, как цифры. А мы сегодня пытаемся занимать такую политику страуса, мы ничего не видим, мы только хотим смотреть на сегодня и только на завтра, а не на долгосрочную перспективу"",  отметила Гриб. Она отметила, что рынок ожидает принятия законопроекту 2543 и призвала депутатов поддержать его, в противном случае, по ее мнению, инвесторы уйдут из Украины. ""Я вас очень прошу поддержать этот законопроект, потому что рынок его ждет. Если мы этого не сделаем, то они уже перестают инвестировать в страну Украина"",  сказала Гриб. Напомним, 6 декабря 2019 в Верховной Раде был зарегистрирован проект закона ""О внесении изменений в некоторые законы Украины относительно улучшения инвестиционного климата в сфере возобновляемой энергетики"" (№2543), который предусматривает возможность добровольной реструктуризации ""зеленого"" тарифа. По словам одного из соавторов законопроекту, народного депутата Леси Василенко, проект позволит государству соблюсти обязательства перед инвесторами и в то же время уменьшить нагрузку из-за выплат по ""зеленому"" тарифу на рынке энергетики. На заседании Комитета ВР по вопросам энергетики и ЖКХ 13 декабря этот законопроект не нашел поддержки депутатов. Ранее Европейская Бизнес Ассоциация в обращении к главам комитетов ВР по вопросам экономического развития и по вопросам энергетики и ЖКХ призвала поддержать законопроект№2543, отмечая, что его принятие позволит сохранить инвестиционную привлекательность отрасли возобновляемой энергетики и привлечь в ее развитие 4 млрд евро инвестиций."
"https://gazeta.ua/ru/post/943144","В 2020 году еще несколько церквей признают ПЦУ - Порошенко","Становление Православной церкви Украины  это событие, о котором поколения украинцев мечтали и молились на протяжении веков. Об этом заявил пятый президент Украины Петр Порошенко во время речи после литургии в Михайловском Златоверхом соборе по случаю годовщины объединительного собора ПЦУ. Порошенко отметил, что объединительный собор трех ветвей украинского православия, который состоялся ровно год назад, и получение Томоса об автокефалии стали главным событием его жизни. ""Когда год назад мы услышали эту весть, то вся площадь плакала от счастья. Запомните эти эмоции. И во время собора в Софии, где я имел высокую честь присутствовать, мне казалось, что там Пресвятая Богородица и Святой Дух вместе с нами"",  рассказал Порошенко. Он подчеркнул, что ПЦУ  только в начале большого пути, а препятствия для становления единой Православной церкви в Украине совершаются и внутри государства и снаружи. Это сопротивление, по мнению Порошенко, не остановит процесс признания ПЦУ мировым православием, который продолжится в следующем году. ""Внутри страны есть препятствия. Власть не может обеспечить исполнение принятого закона о том, что другие церкви должны переименоваться. Те прихожане, которые добровольно переходят в ПЦУ, подвергаются преследованиям и нуждаются в нашей защите. И за рубежом оказывают сопротивление. Только что обнародовано, что бывший министр обороны Греции делал все для того, чтобы Элладская церковь не признала ПЦУ. И Кремль считает это государственной задачей  разрушать нашу церковь. Ничего у них не получится"",  подчеркнул Порошенко.  ""Церковь мы воспринимаем как духовный фундамент государственности Украины. Без нашей церкви не может быть нашего государства. И в 2020-м году еще несколько церквей признают ПЦУ. И РПЦ, которая этому препятствует, окажется в изоляции"",  добавил Порошенко. ЧИТАЙТЕ ТАКЖЕ: ПЦУ готова перенести дату празднования Рождества - Епифаний  Политик поблагодарил Вселенского патриарха Варфоломея, украинских иерархов и всех неравнодушных украинцев. ""Наша украинская церковь состоялась и будет крепнуть. И государство наше состоялось и будет крепнуть"",  убежден Порошенко. Предстоятель ПЦУ Митрополит Киевский и всея Украины Епифаний поблагодарил Порошенко, отметив, что благодаря его усилиям и вере год назад стало возможным объединение украинского православия и получение Томоса об автокефалии. ""Вы сделали очень много. Ваши дипломатические способности, ваша вера и надежда на Бога также сделали большое чудо. Потому что каждый из нас внес ту лепту, которая стала в целом определяющей делом в жизни на только украинской церкви, но и украинского государства. Поэтому ваше имя навсегда вписано в Томос как того, кто работал для того, чтобы церковь была объединена и получила Томос"",  отметил Епифаний. Епископ Константинопольской православной церкви, митрополит Галльский Эммануил в своей речи также отметил роль Порошенко в создании единой поместной ПЦУ. ""Здесь с нами достопочтенный господин Петр Порошенко, который как никто другой приложил усилия для создания украинской церкви. Но сделал он это не для того, чтобы сделать церковь для себя самого. Он помог для того, чтобы существовала в Украине единственная церковь, которая бы не боялась служить в интересах людей без внешнего вмешательства"",  подчеркнул Эммануил.  Митрополит ПЦУ Епифаний сообщил о юридическом прекращении религиозных организаций ""Киевская Патриархия УПЦ КП"" и ""Патриархия УАПЦ"". Об этом архиепископ ПЦУ Евстратий Зоря сообщил в Twitter. "
"https://gazeta.ua/ru/post/943142","Украинки не смогли бороться за медали в гонке преследования","Норвежская биатлонистка Тирил Экхофф выиграла гонку преследования на сегодняшнем этапе Кубка мира в Хохфильцене. Второй была шведка Ханна Эберг, третьей - еще одна норвежка Ингрид Тандревольд. Украинки выступили неудачно. Валентина Семеренко допустила два промаха и финишировала четырнадцатой. С таким же результатом в стрельбе закончила гонку Елена Пидгрушная. Она - на 15-ом месте. Вита Семеренко финишировала 35-ой. ЧИТАЙТЕ ТАКЖЕ: Сборная Украины заняла четвертое место в женской эстафете на этапе Кубка мира по биатлону  Юлия Джима на старт в гонке преследования не вышла. "
"https://gazeta.ua/ru/post/943141","Почався другий етап пробного перепису населення","Начался второй этап пробной переписи населения. Она проводится в части Оболонского района Киева и Песковского ОТГ Бородянского района Киевской области. Жители этих территорий с 14 до 23 декабря могут предоставить сведения переписчику или самостоятельно посетить переписное отделение, сообщает Государственная служба статистики в Facebook. Участие в переписи принимают дома, в которых предварительно разместили объявления и разложили информационные листовки по почтовым ящикам. ЧИТАЙТЕ ТАКЖЕ: ""Рискуем потратить миллиард гривен на некачественную перепись"" - социолог  Переписчики должны иметь при себе удостоверение с голограммой, планшет, жилет с логотипом переписи на груди и спине. Персональные данные, полученные во время переписи, а не будут разглашать. Их будут использовать только в статистических целях.  Предварительные результаты электронного переписи населения будут до конца 2019 года. Об этом в интервью TSN.ua рассказал министр Кабинета министров Дмитрий Дубилет. "
"https://gazeta.ua/ru/post/943140","Онищенко взяли под стражу без права внесения залога","Немецкий суд избрал меру пресечения нардепу VIII созыва Александру Онищенку в рамках рассмотрения дела о его экстрадиции по запросу Национального антикоррупционного бюро (НАБУ). Об этом бывший народный избранник Игорь Мосийчук написал в своем Telegram-канале. Онищенко взяли под стражу сроком на два месяца без права внесения залога.   ЧИТАЙТЕ ТАКЖЕ: Задержание Онищенко: появились новые подробности  ""Похоже рождественско-новогодние праздники Александр Онищенко проведет в немецкой тюрьме"", - написал Мосийчук.  Александра Онищенко задержали 29 ноября в немецком городе Аахен. Он выехал за границу 2016 года. В Украине его подозревают в организации схемы по хищению средств при добыче и продаже природного газа. Это нанесло государству ущерб на сумму более 1613000000 грн. "
"https://gazeta.ua/ru/post/943134","Повлияла Европа: Украина окончательно закрыла Чернобыльскую АЭС","15 декабря 2000 года Чернобыльская АЭС официально прекратила производство электроэнергии. В 13:17 по приказу тогдашнего президента Украины Леонида Кучмы поворотом ключа реактор 3-го энергоблока остановили навсегда. Фактически станция не работала еще с 5 декабря из-за неисправности в системе защиты. Однако, за день до официальной церемонии закрытия ее снова запустили. Правда, символически, всего на 5% мощности.  История Чернобыльской АЭС началась в 1972 году. 15 августа в 11:00 торжественно залили первый кубометр бетона в фундамент энергоблока и заложили капсулу с письмом к будущим поколениям. 1-й блок ввели в эксплуатацию в 1977 году. Но уже через 5 лет на АЭС произошла первая авария - мощный выброс радиоактивных веществ в атмосферу. Загрязнено большую территорию, но власти назвали последствия воздействия на окружающую среду незначительными. Ночью 26 апреля 1986 взорвался реактор 4-го энергоблока Чернобыльской атомной электростанции. В Киев от нее - 120 км, до границы с Беларусью - только 11. Эта авария стала самой масштабной в истории атомной энергетики. Радиация распространилась на 200 тыс. кв/км. Для ее ликвидации в общем привлекли более 600 тыс. человек. Правительство СССР пытался скрыть катастрофу, местных жителей начали вывозить только через 2 дня. С 30-километровой зоны вокруг станции эвакуировали более 155 тыс. человек. Обещали, что едут временно и скоро вернутся домой. С собой позволяли брать только документы, одежду и еду на первое время. Большинство переселили в соседние районы Киевской области, а для работников станции построили новый город - Славутич. В конце мая 1986 правительство СССР возобновил работу энергоблоков станции. 1-й энергоблок запустили 1 октября 1986 года, 2-й - 5 ноября, а 3-й - 4 декабря 1987-го. После пожара на 2-м энергоблоке ЧАЭС в октябре 1991-го Верховная Рада уже независимой Украины приняла постановление прекратить работу станции до 1993 года. Но в октябре 1993-го по предложению Кабмина Рада отменила предыдущее постановление и продолжила эксплуатацию Чернобыльской АЭС. ЧИТАЙТЕ ТАКЖЕ: Чернобыль и Хортица: Зеленский с Гончаруком ищут ""магниты"" для инвестиций Под влиянием западных стран Украина в декабре 1995 года подписала Меморандум о взаимо-понимание с членами ""Большой семерки"" и Еврокомиссией, в котором обязалась закрыть Чернобыльскую АЭС до 2000 года. На основе ремонтной службы ЧАЭС открыли предприятие ""Атомремонтсервис"". Сегодня там работают 730 рабочих, более 300 из которых бывшие работники станции. В 2011 году Министерство чрезвычайных ситуаций Украины позволило всем посещать атомную электростанцию. Туристические поездки туда стали одними из самых популярных среди украинцев и иностранцев.   Впервые в истории в Чернобыле для туристов хотят организовывать экскурсии на воздушных шарах. Об этом рассказал Виталий Петрук, до недавнего времени возглавлял Госагентство по вопросам зоны отчуждения. Также есть намерения развивать инфраструктуру в прилегающих к зоне отчуждения населенных пунктах. Например, обсуждается вопрос обустройства в Иванкове Киевской области дополнительного отеля. "
